,id,full_name,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,survey_response
2504,528,Jennifer,Thursday,ALASKA,PUERTO VALLARTA,Canada/Mexico,Small,Gates 50-59,31/12/18,90,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2505,474,Jennifer,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,31/12/18,861,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
2506,1204,Ann,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,31/12/18,75,Somewhat clean,Very safe,Somewhat satsified,Value3
2507,892,Matt,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,31/12/18,205,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2508,2601,George,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,97,Clean,Very safe,Neutral,Value3
2509,1846,George,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,31/12/18,145,Clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2510,628,Matt,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,31/12/18,125,Clean,Very safe,Very satisfied,Value2
2511,2156,George,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,31/12/18,128,Somewhat clean,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2512,2175,Ann,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,31/12/18,93,Clean,Somewhat safe,Somewhat satsified,Value2
2513,1867,George,Tuesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,31/12/18,150,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
2514,457,Sam,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,31/12/18,150,Clean,Very safe,Very satisfied,Value2
2517,1063,Sam,Friday,AIR CANADA,CALGARY,Canada/Mexico,    Medium,Gates 91-102,31/12/18,355,Average,Neutral,Neutral,Value3
2518,1183,Jennifer,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,31/12/18,85,Average,Very safe,Neutral,Value2
2519,1943,Ann,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,185,Somewhat clean,Very safe,Neutral,Value3
2520,1619,Ann,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,31/12/18,125,Somewhat clean,Somewhat safe,Neutral,Value3
2521,2923,Matt,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,31/12/18,45,Average,Neutral,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2522,1327,George,Tuesday,UNITED INTL,SHANGHAI,Asia,    Hub,Gates 91-102,31/12/18,200,Clean,Very safe,Somewhat satsified,Value2
2523,3031,Matt,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,31/12/18,110,Clean,Very safe,Somewhat satsified,Value3
2525,796,Jennifer,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,31/12/18,130,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2526,255,Matt,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,31/12/18,235,Clean,Very safe,Very satisfied,Value2
2527,1871,Matt,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,31/12/18,65,Somewhat clean,Very safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2528,2591,Jennifer,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,117,Clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2529,3137,Jennifer,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,31/12/18,90,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2530,2076,Matt,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,31/12/18,59,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2531,489,Matt,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,31/12/18,208,Somewhat clean,Very safe,Very satisfied,Value3
2532,2419,George,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,31/12/18,155,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2533,2910,Jennifer,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,31/12/18,141,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2535,2513,Matt,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,31/12/18,150,Clean,Very safe,Very satisfied,Value3
2536,2002,Sam,Friday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,31/12/18,185,Somewhat clean,Very safe,Very satisfied,Value2
2537,3274,Matt,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,31/12/18,130,Somewhat clean,Somewhat safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2538,1224,Sam,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,31/12/18,55,Average,Somewhat safe,Neutral,Value3
2539,924,Jennifer,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,31/12/18,180,Clean,Very safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2541,3197,Matt,Sunday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,1/1/18,180,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2543,1781,Ann,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,31/12/18,150,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2544,3077,Matt,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,31/12/18,217,Somewhat clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2545,606,Ann,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,132,Clean,Somewhat safe,Neutral,Value3
2546,1412,George,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,31/12/18,270,Average,Somewhat safe,Neutral,Value3
2547,2699,George,Tuesday,SOUTHWEST,DENVER,West US,    Hub,Gates 20-39,31/12/18,170,Average,Neutral,Somewhat satsified,Value2
2548,2792,Ann,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,31/12/18,125,Somewhat clean,Very safe,Somewhat satsified,Value2
2549,296,Matt,Thursday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,31/12/18,62,Clean,Very safe,Very satisfied,Value2
2550,2819,Matt,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,31/12/18,160,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2551,1869,Ann,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,31/12/18,205,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2552,1778,George,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,31/12/18,180,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2553,1545,Sam,Thursday,DELTA,NEW YORK-JFK,EAST US,    Hub,Gates 40-48,31/12/18,405,Average,Neutral,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2554,2746,Ann,Thursday,DELTA,ATLANTA,EAST US,    Hub,Gates 40-48,31/12/18,30,Clean,Very safe,Very satisfied,Value2
2555,669,George,Thursday,UNITED,NEWARK,East US,Hub,Gates 70-90,31/12/18,105,Average,Somewhat safe,Somewhat satsified,Value3
2557,984,Matt,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,31/12/18,175,Clean,Very safe,Somewhat satsified,Value3
2558,1111,Sam,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,31/12/18,165,Clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2559,2253,Jennifer,Wednesday,WOW,REYKJAVIK,eur,    Small,Gates 91-102,31/12/18,175,Somewhat clean,Somewhat safe,Neutral,Value3
2560,3285,Sam,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,31/12/18,65,Clean,Neutral,Very satisfied,Value3
2561,2559,George,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,135,Clean,Very safe,Very satisfied,Value3
2563,1332,Ann,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,31/12/18,125,Somewhat clean,Very safe,Neutral,Value2
2564,525,Ann,Thursday,ALASKA,PUERTO VALLARTA,Canada/Mexico,Small,Gates 50-59,31/12/18,180,Average,Somewhat safe,Somewhat satsified,Value2
2565,2365,Matt,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,31/12/18,121,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
2566,867,Sam,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,31/12/18,145,Somewhat clean,Neutral,Somewhat satsified,Value2
2567,392,George,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,31/12/18,60,Clean,Very safe,Somewhat satsified,Value3
2568,2401,Matt,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,31/12/18,175,Average,Neutral,Somewhat satsified,Value3
2569,1122,Jennifer,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,31/12/18,120,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2571,2176,Sam,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,31/12/18,153,Average,Very safe,Neutral,Value2
2572,2522,Jennifer,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,31/12/18,390,Clean,Somewhat safe,Somewhat satsified,Value2
2573,2594,Jennifer,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,31/12/18,135,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
2574,2140,George,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,31/12/18,245,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2575,2087,Ann,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,31/12/18,169,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2576,1207,George,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,31/12/18,175,Somewhat clean,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2577,581,Jennifer,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,102,Clean,Very safe,Somewhat satsified,Value3
2578,2855,Matt,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,31/12/18,67,Somewhat clean,Very safe,Somewhat satsified,Value2
2579,2450,Matt,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 60-69,31/12/18,169,Average,Very safe,Neutral,Value3
2580,2900,Matt,Sunday,WOW,REYKJAVIK,eur,    Small,Gates 1-12,31/12/18,145,Somewhat clean,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2581,2163,Ann,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,31/12/18,213,Clean,Very safe,Somewhat satsified,Value3
2582,2817,Ann,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,31/12/18,130,Somewhat clean,Neutral,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2583,1655,George,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,31/12/18,315,Average,Somewhat safe,Somewhat unsatisfied,Value2
2584,608,Matt,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,132,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
2585,2757,George,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,330,Somewhat clean,Neutral,Somewhat satsified,Value3
2587,1365,Jennifer,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,Hub     ,Gates 91-102,31/12/18,195,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
2588,2141,Sam,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,31/12/18,153,Clean,Somewhat safe,Very satisfied,Value3
2589,1800,Sam,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,31/12/18,185,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2590,3143,Sam,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,31/12/18,75,Somewhat clean,Very safe,Somewhat satsified,Value2
2591,2378,Matt,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,31/12/18,101,Somewhat clean,Very safe,Somewhat satsified,Value3
2592,197,Jennifer,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,31/12/18,130,Somewhat clean,Somewhat safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2593,1288,Jennifer,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,31/12/18,380,Somewhat clean,Very safe,Somewhat satsified,Value3
2594,287,Matt,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,31/12/18,584,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2595,409,Sam,Sunday,UNITED,HOUSTON-BUSH,Midwest US,Hub,Gates 70-90,31/12/18,72,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
2596,1680,George,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,182,Clean,Very safe,Very satisfied,Value3
2597,736,Jennifer,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,215,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2598,1040,Sam,Friday,AIR CANADA,CALGARY,Canada/Mexico,    Medium,Gates 91-102,31/12/18,295,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2599,1995,Sam,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,31/12/18,125,Average,Somewhat safe,Neutral,Value2
2600,889,George,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub     ,Gates 91-102,31/12/18,330,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2601,626,Ann,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,31/12/18,155,Clean,Very safe,Very satisfied,Value3
2602,1188,Jennifer,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,31/12/18,60,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2603,2124,Matt,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,31/12/18,124,Clean,Very safe,Somewhat satsified,Value3
2604,1788,Ann,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,31/12/18,90,Clean,Very safe,Very satisfied,Value2
2605,1736,George,Monday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,31/12/18,210,Somewhat clean,Neutral,Neutral,Value2
2606,509,Jennifer,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,31/12/18,78,Somewhat clean,Very safe,Very satisfied,Value3
2607,1106,Jennifer,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,31/12/18,125,Somewhat clean,Very safe,Somewhat satsified,Value2
2608,1454,Matt,Wednesday,UNITED,LAS VEGAS,West US,Hub     ,Gates 60-69,31/12/18,112,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2609,391,Jennifer,Friday,ALASKA,INDIANAPOLIS,Midwest US,Medium,Gates 50-59,31/12/18,130,Clean,Very safe,Very satisfied,Value2
2610,1974,Jennifer,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,31/12/18,95,Somewhat clean,Very safe,Somewhat satsified,Value2
2611,583,George,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,31/12/18,85,Somewhat clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2612,2251,Jennifer,Wednesday,WOW,REYKJAVIK,eur,    Small,Gates 91-102,31/12/18,295,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2613,1888,Matt,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,31/12/18,180,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2614,1976,Jennifer,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,31/12/18,95,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2615,2290,Sam,Wednesday,WOW,REYKJAVIK,eur,    Small,Gates 91-102,31/12/18,155,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2616,1966,George,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,31/12/18,125,Clean,Somewhat safe,Very satisfied,Value2
2617,3284,Matt,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,31/12/18,95,Somewhat clean,Somewhat safe,Neutral,Value3
2618,405,Ann,Sunday,UNITED,HOUSTON-BUSH,Midwest US,Hub,Gates 70-90,31/12/18,97,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
2619,1441,George,Wednesday,UNITED,LAS VEGAS,West US,    Hub,Gates 60-69,31/12/18,302,Somewhat clean,Very safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2620,2031,Sam,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,31/12/18,180,Average,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2621,3287,George,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,31/12/18,65,Somewhat clean,Very safe,Somewhat satsified,Value2
2622,101,Sam,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,Medium     ,Gates 70-90,31/12/18,140,Somewhat clean,Somewhat safe,Neutral,Value2
2623,985,Ann,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,31/12/18,475,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2624,1837,Ann,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,31/12/18,225,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2625,1047,Jennifer,Friday,AIR CANADA,CALGARY,Canada/Mexico,    Medium,Gates 91-102,31/12/18,325,Somewhat clean,Very safe,Somewhat satsified,Value3
2626,779,Sam,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,31/12/18,120,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2627,2704,Ann,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,31/12/18,79,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2628,761,Ann,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,31/12/18,75,Average,Very safe,Neutral,Value3
2630,852,George,Tuesday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,31/12/18,154,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2631,1791,Sam,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,31/12/18,145,Somewhat clean,Neutral,Neutral,Value3
2632,1961,Sam,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,170,Somewhat clean,Somewhat safe,Neutral,Value2
2633,2707,George,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,31/12/18,145,Somewhat clean,Very safe,Neutral,Value3
